Id,Kingdom,Phylum,Class,Order,Family,Genus,Species,Subspecies,Scientific Name,Rank,Listing
5062,Animalia,Chordata,Mammalia,Artiodactyla,Antilocapridae,Antilocapra,americana,,Antilocapra americana,SPECIES,I
4464,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Addax,nasomaculatus,,Addax nasomaculatus,SPECIES,I
3905,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ammotragus,lervia,,Ammotragus lervia,SPECIES,II
4985,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Antilope,cervicapra,,Antilope cervicapra,SPECIES,III
5874,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,gaurus,,Bos gaurus,SPECIES,I
7471,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,mutus,,Bos mutus,SPECIES,I
11180,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,sauveli,,Bos sauveli,SPECIES,I
65574,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Boselaphus,tragocamelus,,Boselaphus tragocamelus,SPECIES,III
6811,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bubalus,arnee,,Bubalus arnee,SPECIES,III
4425,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bubalus,depressicornis,,Bubalus depressicornis,SPECIES,I
8124,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bubalus,mindorensis,,Bubalus mindorensis,SPECIES,I
10958,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bubalus,quarlesi,,Bubalus quarlesi,SPECIES,I
3135,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Budorcas,taxicolor,,Budorcas taxicolor,SPECIES,II
67978,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Capra,caucasica,,Capra caucasica,SPECIES,II
3780,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Capra,falconeri,,Capra falconeri,SPECIES,I
65582,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Capra,hircus,aegagrus,Capra hircus aegagrus,SUBSPECIES,III
65566,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Capra,sibirica,,Capra sibirica,SPECIES,III
3881,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Capricornis,milneedwardsii,,Capricornis milneedwardsii,SPECIES,I
3939,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Capricornis,rubidus,,Capricornis rubidus,SPECIES,I
7979,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Capricornis,sumatraensis,,Capricornis sumatraensis,SPECIES,I
10594,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Capricornis,thar,,Capricornis thar,SPECIES,I
8418,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Cephalophus,brookei,,Cephalophus brookei,SPECIES,II
4497,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Cephalophus,dorsalis,,Cephalophus dorsalis,SPECIES,II
4194,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Cephalophus,jentinki,,Cephalophus jentinki,SPECIES,I
8002,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Cephalophus,ogilbyi,,Cephalophus ogilbyi,SPECIES,II
10119,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Cephalophus,silvicultor,,Cephalophus silvicultor,SPECIES,II
7092,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Cephalophus,zebra,,Cephalophus zebra,SPECIES,II
12162,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Damaliscus,pygargus,pygargus,Damaliscus pygargus pygargus,SUBSPECIES,II
65567,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Gazella,bennettii,,Gazella bennettii,SPECIES,III
3080,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Gazella,cuvieri,,Gazella cuvieri,SPECIES,I
5673,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Gazella,dorcas,,Gazella dorcas,SPECIES,III
9611,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Gazella,leptoceros,,Gazella leptoceros,SPECIES,I
12301,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Hippotragus,niger,variani,Hippotragus niger variani,SUBSPECIES,I
4050,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Kobus,leche,,Kobus leche,SPECIES,II
4344,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Naemorhedus,baileyi,,Naemorhedus baileyi,SPECIES,I
7159,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Naemorhedus,caudatus,,Naemorhedus caudatus,SPECIES,I
9378,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Naemorhedus,goral,,Naemorhedus goral,SPECIES,I
6231,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Naemorhedus,griseus,,Naemorhedus griseus,SPECIES,I
10002,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Nanger,dama,,Nanger dama,SPECIES,I
11205,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Oryx,dammah,,Oryx dammah,SPECIES,I
4154,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Oryx,leucoryx,,Oryx leucoryx,SPECIES,I
7093,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,ammon,,Ovis ammon,SPECIES,II
35596,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,arabica,,Ovis arabica,SPECIES,II
98436,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,bochariensis,,Ovis bochariensis,SPECIES,II
3036,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,canadensis,,Ovis canadensis,SPECIES,II
98883,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,collium,,Ovis collium,SPECIES,II
98424,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,cycloceros,,Ovis cycloceros,SPECIES,II
98884,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,darwini,,Ovis darwini,SPECIES,II
33589,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,gmelini,,Ovis gmelini,SPECIES,I
98423,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,hodgsoni,,Ovis hodgsoni,SPECIES,I
32866,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,jubata,,Ovis jubata,SPECIES,II
98885,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,karelini,,Ovis karelini,SPECIES,II
30824,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,nigrimontana,,Ovis nigrimontana,SPECIES,I
98886,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,polii,,Ovis polii,SPECIES,II
98952,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,punjabiensis,,Ovis punjabiensis,SPECIES,II
98887,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,severtzovi,,Ovis severtzovi,SPECIES,II
4814,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,vignei,,Ovis vignei,SPECIES,I
8117,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Pantholops,hodgsonii,,Pantholops hodgsonii,SPECIES,I
101271,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Philantomba,maxwellii,,Philantomba maxwellii,SPECIES,II
9997,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Philantomba,monticola,,Philantomba monticola,SPECIES,II
65584,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Pseudois,nayaur,,Pseudois nayaur,SPECIES,III
10395,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Pseudoryx,nghetinhensis,,Pseudoryx nghetinhensis,SPECIES,I
12328,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Rupicapra,pyrenaica,ornata,Rupicapra pyrenaica ornata,SUBSPECIES,II
9751,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Saiga,borealis,,Saiga borealis,SPECIES,II
8765,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Saiga,tatarica,,Saiga tatarica,SPECIES,II
9831,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Tetracerus,quadricornis,,Tetracerus quadricornis,SPECIES,III
10716,Animalia,Chordata,Mammalia,Artiodactyla,Camelidae,Lama,guanicoe,,Lama guanicoe,SPECIES,II
3436,Animalia,Chordata,Mammalia,Artiodactyla,Camelidae,Vicugna,vicugna,,Vicugna vicugna,SPECIES,I/II
4889,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Axis,calamianensis,,Axis calamianensis,SPECIES,I
10380,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Axis,kuhlii,,Axis kuhlii,SPECIES,I
3218,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Axis,porcinus,,Axis porcinus,SPECIES,III
12317,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Axis,porcinus,annamiticus,Axis porcinus annamiticus,SUBSPECIES,I
3625,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Blastocerus,dichotomus,,Blastocerus dichotomus,SPECIES,I
12260,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Cervus,elaphus,bactrianus,Cervus elaphus bactrianus,SUBSPECIES,II
12327,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Cervus,elaphus,barbarus,Cervus elaphus barbarus,SUBSPECIES,III
12225,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Cervus,elaphus,hanglu,Cervus elaphus hanglu,SUBSPECIES,I
12218,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Dama,dama,mesopotamica,Dama dama mesopotamica,SUBSPECIES,I
9206,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Hippocamelus,antisensis,,Hippocamelus antisensis,SPECIES,I
10636,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Hippocamelus,bisulcus,,Hippocamelus bisulcus,SPECIES,I
12217,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Mazama,temama,cerasina,Mazama temama cerasina,SUBSPECIES,III
8941,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Muntiacus,crinifrons,,Muntiacus crinifrons,SPECIES,I
34430,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Muntiacus,vuquangensis,,Muntiacus vuquangensis,SPECIES,I
12333,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,virginianus,mayensis,Odocoileus virginianus mayensis,SUBSPECIES,III
8832,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Ozotoceros,bezoarticus,,Ozotoceros bezoarticus,SPECIES,I
5742,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Pudu,mephistophiles,,Pudu mephistophiles,SPECIES,II
10291,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Pudu,puda,,Pudu puda,SPECIES,I
10612,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Rucervus,duvaucelii,,Rucervus duvaucelii,SPECIES,I
4547,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Rucervus,eldii,,Rucervus eldii,SPECIES,I
98186,Animalia,Chordata,Mammalia,Artiodactyla,Giraffidae,Giraffa,camelopardalis,,Giraffa camelopardalis,SPECIES,II
11049,Animalia,Chordata,Mammalia,Artiodactyla,Hippopotamidae,Hexaprotodon,liberiensis,,Hexaprotodon liberiensis,SPECIES,II
9229,Animalia,Chordata,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,amphibius,,Hippopotamus amphibius,SPECIES,II
4120,Animalia,Chordata,Mammalia,Artiodactyla,Moschidae,Moschus,anhuiensis,,Moschus anhuiensis,SPECIES,II
9114,Animalia,Chordata,Mammalia,Artiodactyla,Moschidae,Moschus,berezovskii,,Moschus berezovskii,SPECIES,II
9271,Animalia,Chordata,Mammalia,Artiodactyla,Moschidae,Moschus,chrysogaster,,Moschus chrysogaster,SPECIES,I/II
8689,Animalia,Chordata,Mammalia,Artiodactyla,Moschidae,Moschus,cupreus,,Moschus cupreus,SPECIES,I
9694,Animalia,Chordata,Mammalia,Artiodactyla,Moschidae,Moschus,fuscus,,Moschus fuscus,SPECIES,I/II
10323,Animalia,Chordata,Mammalia,Artiodactyla,Moschidae,Moschus,leucogaster,,Moschus leucogaster,SPECIES,I
5311,Animalia,Chordata,Mammalia,Artiodactyla,Moschidae,Moschus,moschiferus,,Moschus moschiferus,SPECIES,II
3372,Animalia,Chordata,Mammalia,Artiodactyla,Suidae,Babyrousa,babyrussa,,Babyrousa babyrussa,SPECIES,I
8703,Animalia,Chordata,Mammalia,Artiodactyla,Suidae,Babyrousa,bolabatuensis,,Babyrousa bolabatuensis,SPECIES,I
7226,Animalia,Chordata,Mammalia,Artiodactyla,Suidae,Babyrousa,celebensis,,Babyrousa celebensis,SPECIES,I
6992,Animalia,Chordata,Mammalia,Artiodactyla,Suidae,Babyrousa,togeanensis,,Babyrousa togeanensis,SPECIES,I
7791,Animalia,Chordata,Mammalia,Artiodactyla,Suidae,Sus,salvanius,,Sus salvanius,SPECIES,I
8725,Animalia,Chordata,Mammalia,Artiodactyla,Tayassuidae,Catagonus,wagneri,,Catagonus wagneri,SPECIES,I
8246,Animalia,Chordata,Mammalia,Artiodactyla,Tayassuidae,Pecari,tajacu,,Pecari tajacu,SPECIES,II
5827,Animalia,Chordata,Mammalia,Artiodactyla,Tayassuidae,Tayassu,pecari,,Tayassu pecari,SPECIES,II
7583,Animalia,Chordata,Mammalia,Carnivora,Ailuridae,Ailurus,fulgens,,Ailurus fulgens,SPECIES,I
9412,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,aureus,,Canis aureus,SPECIES,III
4442,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,lupus,,Canis lupus,SPECIES,I/II
5656,Animalia,Chordata,Mammalia,Carnivora,Canidae,Cerdocyon,thous,,Cerdocyon thous,SPECIES,II
6975,Animalia,Chordata,Mammalia,Carnivora,Canidae,Chrysocyon,brachyurus,,Chrysocyon brachyurus,SPECIES,II
5289,Animalia,Chordata,Mammalia,Carnivora,Canidae,Cuon,alpinus,,Cuon alpinus,SPECIES,II
8023,Animalia,Chordata,Mammalia,Carnivora,Canidae,Lycalopex,culpaeus,,Lycalopex culpaeus,SPECIES,II
7195,Animalia,Chordata,Mammalia,Carnivora,Canidae,Lycalopex,fulvipes,,Lycalopex fulvipes,SPECIES,II
8142,Animalia,Chordata,Mammalia,Carnivora,Canidae,Lycalopex,griseus,,Lycalopex griseus,SPECIES,II
8201,Animalia,Chordata,Mammalia,Carnivora,Canidae,Lycalopex,gymnocercus,,Lycalopex gymnocercus,SPECIES,II
7041,Animalia,Chordata,Mammalia,Carnivora,Canidae,Speothos,venaticus,,Speothos venaticus,SPECIES,I
7752,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,bengalensis,,Vulpes bengalensis,SPECIES,III
9199,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,cana,,Vulpes cana,SPECIES,II
12245,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,vulpes,griffithi,Vulpes vulpes griffithi,SUBSPECIES,III
12177,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,vulpes,montana,Vulpes vulpes montana,SUBSPECIES,III
12174,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,vulpes,pusilla,Vulpes vulpes pusilla,SUBSPECIES,III
8895,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,zerda,,Vulpes zerda,SPECIES,II
9088,Animalia,Chordata,Mammalia,Carnivora,Eupleridae,Cryptoprocta,ferox,,Cryptoprocta ferox,SPECIES,II
7930,Animalia,Chordata,Mammalia,Carnivora,Eupleridae,Eupleres,goudotii,,Eupleres goudotii,SPECIES,II
8387,Animalia,Chordata,Mammalia,Carnivora,Eupleridae,Fossa,fossana,,Fossa fossana,SPECIES,II
8935,Animalia,Chordata,Mammalia,Carnivora,Felidae,Acinonyx,jubatus,,Acinonyx jubatus,SPECIES,I
66085,Animalia,Chordata,Mammalia,Carnivora,Felidae,Caracal,aurata,,Caracal aurata,SPECIES,II
4645,Animalia,Chordata,Mammalia,Carnivora,Felidae,Caracal,caracal,,Caracal caracal,SPECIES,I/II
5147,Animalia,Chordata,Mammalia,Carnivora,Felidae,Catopuma,badia,,Catopuma badia,SPECIES,II
8985,Animalia,Chordata,Mammalia,Carnivora,Felidae,Catopuma,temminckii,,Catopuma temminckii,SPECIES,I
11144,Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,bieti,,Felis bieti,SPECIES,II
9395,Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,chaus,,Felis chaus,SPECIES,II
36712,Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,lybica,,Felis lybica,SPECIES,II
9009,Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,margarita,,Felis margarita,SPECIES,II
6355,Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,nigripes,,Felis nigripes,SPECIES,I
7300,Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,silvestris,,Felis silvestris,SPECIES,II
98337,Animalia,Chordata,Mammalia,Carnivora,Felidae,Herpailurus,yagouaroundi,,Herpailurus yagouaroundi,SPECIES,I/II
98337,Animalia,Chordata,Mammalia,Carnivora,Felidae,Herpailurus,yagouaroundi,,Herpailurus yagouaroundi,SPECIES,I/II
98332,Animalia,Chordata,Mammalia,Carnivora,Felidae,Leopardus,colocola,,Leopardus colocola,SPECIES,II
3167,Animalia,Chordata,Mammalia,Carnivora,Felidae,Leopardus,geoffroyi,,Leopardus geoffroyi,SPECIES,I
7534,Animalia,Chordata,Mammalia,Carnivora,Felidae,Leopardus,guigna,,Leopardus guigna,SPECIES,II
98882,Animalia,Chordata,Mammalia,Carnivora,Felidae,Leopardus,guttulus,,Leopardus guttulus,SPECIES,I
98335,Animalia,Chordata,Mammalia,Carnivora,Felidae,Leopardus,jacobita,,Leopardus jacobita,SPECIES,I
10120,Animalia,Chordata,Mammalia,Carnivora,Felidae,Leopardus,pardalis,,Leopardus pardalis,SPECIES,I
3399,Animalia,Chordata,Mammalia,Carnivora,Felidae,Leopardus,tigrinus,,Leopardus tigrinus,SPECIES,I
4427,Animalia,Chordata,Mammalia,Carnivora,Felidae,Leopardus,wiedii,,Leopardus wiedii,SPECIES,I
9160,Animalia,Chordata,Mammalia,Carnivora,Felidae,Leptailurus,serval,,Leptailurus serval,SPECIES,II
7928,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,canadensis,,Lynx canadensis,SPECIES,II
7414,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,lynx,,Lynx lynx,SPECIES,II
8879,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,pardinus,,Lynx pardinus,SPECIES,I
4992,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,rufus,,Lynx rufus,SPECIES,II
35601,Animalia,Chordata,Mammalia,Carnivora,Felidae,Neofelis,diardi,,Neofelis diardi,SPECIES,I
10199,Animalia,Chordata,Mammalia,Carnivora,Felidae,Neofelis,nebulosa,,Neofelis nebulosa,SPECIES,I
98338,Animalia,Chordata,Mammalia,Carnivora,Felidae,Otocolobus,manul,,Otocolobus manul,SPECIES,II
6353,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,leo,,Panthera leo,SPECIES,I/II
6385,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,onca,,Panthera onca,SPECIES,I
8619,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,pardus,,Panthera pardus,SPECIES,I
6047,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,tigris,,Panthera tigris,SPECIES,I
32743,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,uncia,,Panthera uncia,SPECIES,I
7454,Animalia,Chordata,Mammalia,Carnivora,Felidae,Pardofelis,marmorata,,Pardofelis marmorata,SPECIES,I
10598,Animalia,Chordata,Mammalia,Carnivora,Felidae,Prionailurus,bengalensis,,Prionailurus bengalensis,SPECIES,II
12271,Animalia,Chordata,Mammalia,Carnivora,Felidae,Prionailurus,bengalensis,bengalensis,Prionailurus bengalensis bengalensis,SUBSPECIES,I/II
98333,Animalia,Chordata,Mammalia,Carnivora,Felidae,Prionailurus,javanensis,,Prionailurus javanensis,SPECIES,II
9833,Animalia,Chordata,Mammalia,Carnivora,Felidae,Prionailurus,planiceps,,Prionailurus planiceps,SPECIES,I
9151,Animalia,Chordata,Mammalia,Carnivora,Felidae,Prionailurus,rubiginosus,,Prionailurus rubiginosus,SPECIES,I/II
8400,Animalia,Chordata,Mammalia,Carnivora,Felidae,Prionailurus,viverrinus,,Prionailurus viverrinus,SPECIES,II
6330,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,concolor,,Puma concolor,SPECIES,I/II
6330,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,concolor,,Puma concolor,SPECIES,I/II
10277,Animalia,Chordata,Mammalia,Carnivora,Herpestidae,Herpestes,edwardsi,,Herpestes edwardsi,SPECIES,III
7168,Animalia,Chordata,Mammalia,Carnivora,Herpestidae,Herpestes,fuscus,,Herpestes fuscus,SPECIES,III
6973,Animalia,Chordata,Mammalia,Carnivora,Herpestidae,Herpestes,javanicus,,Herpestes javanicus,SPECIES,III
12195,Animalia,Chordata,Mammalia,Carnivora,Herpestidae,Herpestes,javanicus,auropunctatus,Herpestes javanicus auropunctatus,SUBSPECIES,III
6814,Animalia,Chordata,Mammalia,Carnivora,Herpestidae,Herpestes,smithii,,Herpestes smithii,SPECIES,III
11150,Animalia,Chordata,Mammalia,Carnivora,Herpestidae,Herpestes,urva,,Herpestes urva,SPECIES,III
8897,Animalia,Chordata,Mammalia,Carnivora,Herpestidae,Herpestes,vitticollis,,Herpestes vitticollis,SPECIES,III
10154,Animalia,Chordata,Mammalia,Carnivora,Hyaenidae,Hyaena,hyaena,,Hyaena hyaena,SPECIES,III
7432,Animalia,Chordata,Mammalia,Carnivora,Hyaenidae,Proteles,cristata,,Proteles cristata,SPECIES,III
9154,Animalia,Chordata,Mammalia,Carnivora,Mephitidae,Conepatus,humboldtii,,Conepatus humboldtii,SPECIES,II
5285,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Aonyx,capensis,,Aonyx capensis,SPECIES,II
12219,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Aonyx,capensis,microdon,Aonyx capensis microdon,SUBSPECIES,I/II
12219,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Aonyx,capensis,microdon,Aonyx capensis microdon,SUBSPECIES,I/II
37340,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Aonyx,cinereus,,Aonyx cinereus,SPECIES,I
7275,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Enhydra,lutris,,Enhydra lutris,SPECIES,II
12273,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Enhydra,lutris,nereis,Enhydra lutris nereis,SUBSPECIES,I
9899,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Hydrictis,maculicollis,,Hydrictis maculicollis,SPECIES,II
4227,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Lontra,canadensis,,Lontra canadensis,SPECIES,II
7817,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Lontra,felina,,Lontra felina,SPECIES,I
4391,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Lontra,longicaudis,,Lontra longicaudis,SPECIES,I
5716,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Lontra,provocax,,Lontra provocax,SPECIES,I
10941,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Lutra,lutra,,Lutra lutra,SPECIES,I
3348,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Lutra,nippon,,Lutra nippon,SPECIES,I
7756,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Lutra,sumatrana,,Lutra sumatrana,SPECIES,II
7181,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Lutrogale,perspicillata,,Lutrogale perspicillata,SPECIES,I
6787,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Pteronura,brasiliensis,,Pteronura brasiliensis,SPECIES,I
6048,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Eira,barbara,,Eira barbara,SPECIES,III
8053,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Martes,flavigula,,Martes flavigula,SPECIES,III
12265,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Martes,foina,intermedia,Martes foina intermedia,SUBSPECIES,III
7173,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Martes,gwatkinsii,,Martes gwatkinsii,SPECIES,III
9613,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mellivora,capensis,,Mellivora capensis,SPECIES,III
10866,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,altaica,,Mustela altaica,SPECIES,III
12172,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,erminea,ferghanae,Mustela erminea ferghanae,SUBSPECIES,III
3096,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,kathiah,,Mustela kathiah,SPECIES,III
10039,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,nigripes,,Mustela nigripes,SPECIES,I
6268,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,sibirica,,Mustela sibirica,SPECIES,III
9179,Animalia,Chordata,Mammalia,Carnivora,Odobenidae,Odobenus,rosmarus,,Odobenus rosmarus,SPECIES,III
9396,Animalia,Chordata,Mammalia,Carnivora,Otariidae,Arctocephalus,australis,,Arctocephalus australis,SPECIES,II
3522,Animalia,Chordata,Mammalia,Carnivora,Otariidae,Arctocephalus,forsteri,,Arctocephalus forsteri,SPECIES,II
3749,Animalia,Chordata,Mammalia,Carnivora,Otariidae,Arctocephalus,galapagoensis,,Arctocephalus galapagoensis,SPECIES,II
8289,Animalia,Chordata,Mammalia,Carnivora,Otariidae,Arctocephalus,gazella,,Arctocephalus gazella,SPECIES,II
3029,Animalia,Chordata,Mammalia,Carnivora,Otariidae,Arctocephalus,philippii,,Arctocephalus philippii,SPECIES,II
5620,Animalia,Chordata,Mammalia,Carnivora,Otariidae,Arctocephalus,pusillus,,Arctocephalus pusillus,SPECIES,II
8609,Animalia,Chordata,Mammalia,Carnivora,Otariidae,Arctocephalus,townsendi,,Arctocephalus townsendi,SPECIES,I
5342,Animalia,Chordata,Mammalia,Carnivora,Otariidae,Arctocephalus,tropicalis,,Arctocephalus tropicalis,SPECIES,II
5907,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Mirounga,leonina,,Mirounga leonina,SPECIES,II
10844,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Monachus,monachus,,Monachus monachus,SPECIES,I
5665,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Monachus,schauinslandi,,Monachus schauinslandi,SPECIES,I
6763,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Monachus,tropicalis,,Monachus tropicalis,SPECIES,I
9172,Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Nasua,narica,,Nasua narica,SPECIES,III
12253,Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Nasua,nasua,solitaria,Nasua nasua solitaria,SUBSPECIES,III
10012,Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Potos,flavus,,Potos flavus,SPECIES,III
3057,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Ailuropoda,melanoleuca,,Ailuropoda melanoleuca,SPECIES,I
